name,detail_url,listing_address,listing_languages,map_url,listing_website,services,regular_staff_languages,casual_volunteer_languages,reduced_mobility_access,daycare,contact_hours,phone,email,website,address,holiday_period,territory_covered,administrative_region,municipality,source_last_updated
Centre d'Intégration Multi-services de L’Ouest-de-l’Île (C.I.M.O.I) (Alexander),https://www.quebec.ca/en/immigration/partners/64/centre-dintegration-multi-services-de-louest-de-lile-cimoi-alexander,"4734, rue Alexander Pierrefonds (Montréal) H8Y 2B1 Tel. : 514 685-3000 Fax : 514 684-0002","Français, Anglais, Arabe, Espagnol, Hindi, Mandarin, Allemand, Penjabi, Polonais, Hongrois, Urdu","https://www.google.com/maps/place/4734+Rue+Alexander,+Pierrefonds,+QC+H8Y+2B1/@45.5040577,-73.7814483,17z/data=!3m1!4b1!4m5!3m4!1s0x4cc93ccdf344a2b5:0x9c408215f57dc71b!8m2!3d45.5040577!4d-73.7792596",https://www.cimoi.com,"Accueil, installation, intégration, renseignement et référence | Session Objectif intégration | Espace Parents | Personne ayant demandé l'asile (DA) - Recherche de logement","Français, Anglais, Arabe, Espagnol, Hindi, Mandarin, Allemand, Penjabi , Polonais, Hongrois, Urdu",Français uniquement,,,"Lundi, mardi et mercredi de 8 h 30 à 16 h 30 et 17 h 30 à 21 h, jeudi et vendredi de 8 h 30 à 16 h 30.",514-685-3000,info@cimoi.com,http://www.cimoi.com,"4734, rue Alexander Pierrefonds (Québec) H8Y 2B1 Voir sur la carte",Bureau fermé 2 semaines durant la période de Noël et du jour de l'An,Grande région métropolitaine de Montréal,Montréal,Pierrefonds,"June 10, 2025"
Centre d'Intégration Multi-services de L’Ouest-de-l’Île (C.I.M.O.I) (Pierrefonds),https://www.quebec.ca/en/immigration/partners/65/centre-dintegration-multi-services-de-louest-de-lile-cimoi-pierrefonds,"15650, boulevard de Pierrefonds Pierrefonds (Montréal) H9H 4K3 Tel. : 514 305-1616 Fax : 514 305-1919","Français, Anglais, Arabe, Espagnol, Hindi, Mandarin, Allemand, Penjabi, Polonais, Hongrois, Urdu","https://www.google.ca/maps/place/15650+Boul.+de+Pierrefonds,+Pierrefonds+-+Roxboro,+QC+H9H+4K3/@45.480645,-73.8664517,17z/data=!3m1!4b1!4m6!3m5!1s0x4cc93ba097a3db11:0x652ed4cc23007fae!8m2!3d45.480645!4d-73.8638768!16s%2Fg%2F11c4lw6wnl?entry=ttu&g_ep=EgoyMDI1MDkyNC4wIKXMDSoASAFQAw%3D%3D",https://www.cimoi.com,"Accueil, installation, intégration, renseignement et référence | Session Objectif intégration | Espace Parents | Personne ayant demandé l'asile (DA) - Recherche de logement","Français, Anglais, Arabe, Espagnol, Hindi, Mandarin, Allemand, Penjabi , Polonais, Hongrois, Urdu",Français uniquement,Yes,,"Lundi, mardi et mercredi de 8 h 30 à 16 h 30 et 17 h 30 à 21 h, jeudi et vendredi de 8 h 30 à 16 h 30.",514-305-1616,info@cimoi.com,http://www.cimoi.com,"15650, boulevard de Pierrefonds Pierrefonds (Québec) H9H 4K3 Voir sur la carte",Bureau fermé 2 semaines durant la période de Noël et du jour de l'An,Grande région métropolitaine de Montréal,Montréal,Pierrefonds,"June 10, 2025"
Centre de bénévolat St-Alphonse-Nouvelle inc,https://www.quebec.ca/en/immigration/partners/199/centre-de-benevolat-st-alphonse-nouvelle-inc,"549, boulevard Perron Maria (Gaspésie-Îles-de-la-Madeleine) G0C 1Y0 Tel. : 418 759-3131","Français, Anglais",https://maps.app.goo.gl/cy2GQicQmYdHfttMA,https://www.cabmaria.com/,"Accueil, installation, intégration, renseignement et référence","Français, Anglais",Français uniquement,Yes,,Du lundi au vendredi de 8 h à 12 h et de 13 h à 16 h.,418-759-3131,direction@cabmaria.com,https://www.cabmaria.com/,"549, boulevard Perron Maria (Québec) G0C 1Y0 Voir sur la carte",Bureau fermé 2 semaines à la période des fêtes,"Les municipalités de la MRC Avignon (Maria, Carleton, Nouvelle, Pointe-à-la-Croix, Matapédia)",Gaspésie-Îles-de-la-Madeleine,Maria,"June 10, 2025"
Centre de Formation Option-Travail Ste-Foy,https://www.quebec.ca/en/immigration/partners/62/centre-de-formation-option-travail-ste-foy,"Édifice Champlain – Laurier Québec (porte 23) 1155, avenue de Germain-des-Prés, bureau 4220 Québec (Capitale-Nationale) G1V 4K5 Tel. : 418 651-6415 Fax : 418 651-7500","Français, Espagnol, Anglais",https://maps.app.goo.gl/5sehEULkc2mbr9NN6,https://www.optiontravail.com,Session Objectif intégration,"Français, Espagnol, Anglais",Français uniquement,Yes,,Du lundi au vendredi de 8 h 30 à 16 h 30.,418-651-6415,,http://www.optiontravail.com,"Édifice Champlain – Laurier Québec (porte 23) 1155, avenue de Germain-des-Prés, bureau 4220 Québec (Québec) G1V 4K5 Voir sur la carte",Bureau fermé entre Noël et le jour de l'An,Tous les arrondissements de Québec,Capitale-Nationale,Québec,"June 10, 2025"
Centre Des Femmes De Montréal,https://www.quebec.ca/en/immigration/partners/63/centre-des-femmes-de-montreal,"3585, rue Saint-Urbain Montréal (Montréal) H2X 2N6 Tel. : 514 842-1066 Fax : 514 842-1067","Français, Anglais, Arabe, Créole, Espagnol","http://maps.google.ca/maps?q=3585, rue Saint-Urbain Montréal, Québec H2X2N6",https://www.centredesfemmesdemtl.org,"Accueil, installation, intégration, renseignement et référence | Personne ayant demandé l'asile (DA) - Recherche de logement","Français, Anglais, Arabe, Créole, Espagnol","Français, Anglais, Arabe, Espagnol, Créole",Yes,Available on site,"Du lundi au vendredi de 9 h à 12 h et de 13 h à 17 h, mardi et jeudi de 17 h à 21 h.",514-842-1066,cfmwcm@centredesfemmesdemtl.org,http://www.centredesfemmesdemtl.org,"3585, rue Saint-Urbain Montréal (Québec) H2X 2N6 Voir sur la carte",Bureau fermé entre Noël et le jour de l'An,Montréal; Rive-Nord; Rive-Sud,Montréal,Montréal,"June 10, 2025"
Centre Multiethnique de Québec Inc.,https://www.quebec.ca/en/immigration/partners/69/centre-multiethnique-de-quebec-inc,"200, rue Dorchester Québec (Capitale-Nationale) G1K 5Z1 Tel. : 418 687-9771, Ext. 203 Fax : 418 687-9063","Français, Anglais, Espagnol, Swahili, Lingala, Arabe, Russe, Népalais, Bosniaque, Mandarin, Bhoutanais, Italien, Ukrainien, Polonais, Serbo-Croate, Italien","http://maps.google.ca/maps?q=200, rue Dorchester Québec, Québec G1K5Z1",https://www.centremultiethnique.com,"Accueil, installation, intégration, renseignement et référence | Jumelage interculturel | Installation et accompagnement des personnes réfugiées prises en charge par l'État | Personne ayant demandé l'asile (DA) - Recherche de logement | Séances d'information pour les DA | Intervenant communautaire interculturel (ICI) Santé-Scolaire-Petite enfance-Jeunesse | Espace Parents","Français, Anglais, Espagnol, Swahili, Lingala, Arabe, Russe, Népalais, Bosniaque, Mandarin, Bhoutanais, Italien, Ukrainien, Polonais, Serbo-Croate, Italien","Tamasheq, Anglais, Espagnol, Swahili, Lingala, Arabe, Russe, Népalais, Bosniaque, Mandarin, Bhoutanais, Italien, Ukrainien, Polonais, Serbo-Croate, Sango, Kurde (Kurmandji), Kirundi, Kinyarwanda, Thai, Lao, Bengali, Rohingya, Farsi, Dari, Portugais, Arabe (Tchadien), Vietnamien",Yes,,"Du lundi au dimanche, de 9 h à 12 h et de 13 h à 16 h 30 et de 17 h à 20 h du lundi au vendredi.",418-687-9771,info@centremultiethnique.com,http://www.centremultiethnique.com,"200, rue Dorchester Québec (Québec) G1K 5Z1 Voir sur la carte","Les bureaux sont fermés les 24, 25, 26 et 31 décembre puis les 1er et 2 janvier",Les arrondissements de la Capitale-Nationale,Capitale-Nationale,Québec,"June 10, 2025"
Centre R.I.R.E. 2000,https://www.quebec.ca/en/immigration/partners/70/centre-rire-2000,"369, rue de la Couronne Québec (Capitale-Nationale) G1K 6E9 Tel. : 418 524-5609, Ext. 221 Fax : 418 521-7305","Français, Anglais, Espagnol, Swahili, Arabe","http://maps.google.ca/maps?q=369, rue de la Couronne, 3e étage Québec, Québec G1K 6E9",https://www.r2000.qc.ca,"Accueil, installation, intégration, renseignement et référence | Session Objectif intégration","Français, Anglais, Espagnol, Swahili, Arabe",Français uniquement,Yes,,"Du lundi au vendredi, de 8 h 30 à 12 h et de 13 h à 16 h 30, mardi et jeudi de 18 h à 21 h et samedi de 9 h à 12 h et de 13 h à 14 h.",418-524-5609,info@r2000.qc.ca,http://www.r2000.qc.ca,"369, rue de la Couronne Québec (Québec) G1K 6E9 Voir sur la carte",Bureau fermé 2 semaines durant la période de Noël et du jour de l'An,Les arrondissements de la Capitale-Nationale,Capitale-Nationale,Québec,"June 10, 2025"
Centre Social d'Aide aux Immigrants,https://www.quebec.ca/en/immigration/partners/188/centre-social-daide-aux-immigrants,"5575, boul. De La Vérendrye Montréal (Montréal) H4E 3R6 Tel. : 514 932-2953 Fax : 514 932-4544","Français, Anglais, Arabe, Espagnol, Ukrainien, Russe, Farsi, Dari, Serbe, Croate","https://www.google.com/maps/place/5575+Bd+de+la+V%C3%A9rendrye,+Montr%C3%A9al,+QC+H4E+3R6/@45.4622573,-73.583819,16z/data=!3m1!4b1!4m6!3m5!1s0x4cc9108b98fa5dff:0xf504a57c97b499e!8m2!3d45.4622573!4d-73.5812441!16s%2Fg%2F11q2n73f_j?hl=fr&entry=ttu&g_ep=EgoyMDI1MDgxMi4wIKXMDSoASAFQAw%3D%3D",https://www.centrecsai.org,"Accueil, installation, intégration, renseignement et référence | Intervenant communautaire interculturel (ICI) Santé-Scolaire-Petite enfance-Jeunesse | Jumelage interculturel | Espace Parents | Installation et accompagnement des personnes réfugiées prises en charge par l'État | Intervenant communautaire interculturel (ICI) - Femmes","Français, Anglais, Arabe, Espagnol, Ukrainien, Russe, Farsi, Dari, Serbe, Croate","Français, Anglais, Arabe, Espagnol",Yes,,Du lundi au vendredi de 8 h 30 à 17 h.,514-932-2953,csai@centrecsai.org,http://www.centrecsai.org,"5575, boul. De La Vérendrye Montréal (Quebec) H4E 3R6 Voir sur la carte",Bureau fermé 2 semaines pendant le temps des fetes,"Montréal, particulièrement l’arrondissement Sud-Ouest",Montréal,Montréal,"June 10, 2025"
Centre Social d'Aide aux Immigrants,https://www.quebec.ca/en/immigration/partners/187/centre-social-daide-aux-immigrants,"5685, rue Laurendeau Montréal (Montréal) H4E 3W5 Tel. : 514 932-2953 Fax : 514 932-4544","Français, Anglais, Espagnol, Arabe, Urdu, Pendjabi, Serbo-Croate, Ukrainien, Russe, Mandarin","https://www.google.com/maps/place/5685+Rue+Laurendeau,+Montr%C3%A9al,+QC+H4E+3W5/@45.4614141,-73.5907762,17z/data=!3m1!4b1!4m6!3m5!1s0x4cc9108d3f5c0f39:0xdd174a495fc8440d!8m2!3d45.4614141!4d-73.5882013!16s%2Fg%2F11rp3920cs?hl=fr&entry=ttu&g_ep=EgoyMDI1MDgxMi4wIKXMDSoASAFQAw%3D%3D",https://www.centrecsai.org,"Accueil, installation, intégration, renseignement et référence | Intervenant communautaire interculturel (ICI) Santé-Scolaire-Petite enfance-Jeunesse | Jumelage interculturel | Espace Parents | Installation et accompagnement des personnes réfugiées prises en charge par l'État | Intervenant communautaire interculturel (ICI) - Femmes","Français, Anglais, Espagnol, Arabe, Urdu, Pendjabi, Serbo-Croate, Ukrainien, Russe, Mandarin",Farsi,Yes,Available on site,Du lundi au vendredi de 8 h 30 à 20 h et le samedi de 8 h 30 à 17 h.,514-932-2953,csai@centrecsai.org,http://www.centrecsai.org,"5685, rue Laurendeau Montréal (Quebec) H4E 3W5 Voir sur la carte",Bureau fermé 2 semaines pendant le temps des fetes,"Montréal, particulièrement l’arrondissement Sud-Ouest",Montréal,Montréal,"June 10, 2025"
Centre Social d'Aide aux Immigrants (Lachine),https://www.quebec.ca/en/immigration/partners/74/centre-social-daide-aux-immigrants-lachine,735 rue Notre-Dame Montréal (Montréal) H8S 2B5 Tel. : 514 932-2953 Fax : (514) 932-4544,"Français, Anglais, Espagnol, Pendjabi, Urdu","https://www.google.com/maps/place/735+Rue+Notre+Dame,+Lachine,+QC+H8S+2B3/@45.4348204,-73.6726443,17z/data=!3m1!4b1!4m5!3m4!1s0x4cc916eaa48afc25:0x13c72ed267c2fbef!8m2!3d45.4348204!4d-73.6704556",https://www.centrecsai.org,"Accueil, installation, intégration, renseignement et référence | Personne ayant demandé l'asile (DA) - Recherche de logement | Intervenant communautaire interculturel (ICI) Santé-Scolaire-Petite enfance-Jeunesse | Intervenant communautaire interculturel (ICI) - Femmes","Français, Anglais, Espagnol, Pendjabi, Urdu","Russe, Ukrainien, Arabe, Mandarin, Farsi",Yes,,Du lundi au vendredi de 8 h 30 à 16 h 30.,514-932-2953,csailachine@centrecsai.org,http://www.centrecsai.org,735 rue Notre-Dame Montréal (Québec) H8S 2B5 Voir sur la carte,Bureau fermé entre Noël et le jour de l'An,"Montréal, particulièrement l’arrondissement Lachine",Montréal,Montréal,"June 10, 2025"
Centre Social d'Aide aux Immigrants (Verdun),https://www.quebec.ca/en/immigration/partners/72/centre-social-daide-aux-immigrants-verdun,"3782, rue Wellington Montréal (Montréal) H4G 1V2 Tel. : 514 932-2953 Fax : 514 932-4544","Français, Anglais, Espagnol, Arabe, Farsi, Mandarin, Ukrainien","https://www.google.ca/maps/place/3782+Rue+Wellington,+Verdun,+QC+H4G+1V2",https://www.centrecsai.org,"Accueil, installation, intégration, renseignement et référence | Jumelage interculturel | Installation et accompagnement des personnes réfugiées prises en charge par l'État | Personne ayant demandé l'asile (DA) - Recherche de logement | Intervenant communautaire interculturel (ICI) Santé-Scolaire-Petite enfance-Jeunesse | Intervenant communautaire interculturel (ICI) - Femmes","Français, Anglais, Espagnol, Arabe, Farsi, Mandarin, Ukrainien","Urdu, Pendjabi, Russe",,,Du lundi au vendredi de 8 h 30 à 16 h 30.,514-932-2953,csai@centrecsai.org,http://www.centrecsai.org,"3782, rue Wellington Montréal (Québec) H4G 1V2 Voir sur la carte",Bureau fermé entre Noël et le jour de l'An,"Montréal, particulièrement l’arrondissement Verdun",Montréal,Montréal,"June 10, 2025"
Centre Social d'Aide aux Immigrants (Ville-Émard),https://www.quebec.ca/en/immigration/partners/71/centre-social-daide-aux-immigrants-ville-emard,"6201, rue Laurendeau Montréal (Montréal) H4E 3X8 Tel. : 514 932-2953 Fax : 514 932-4544","Français, Anglais, Espagnol, Arabe, Farsi, Wolof, Dari, Hindi, Pendjabi, Urdu, Roumain, Portugais, Arménien, Lingala, Ukrainien, Swahili, Serbo-Croate, Turc, Fon, Bambara, Berbère, Espéranto, Italien, Russe, Allemand, Créole, Pashto, Vietnamien, Mandarin","http://maps.google.ca/maps?q=6201, rue Laurendeau Montréal, Québec H4E3X8",https://www.centrecsai.org,"Accueil, installation, intégration, renseignement et référence | Jumelage interculturel | Session Objectif intégration | Installation et accompagnement des personnes réfugiées prises en charge par l'État | Personne ayant demandé l'asile (DA) - Recherche de logement | Intervenant communautaire interculturel (ICI) Santé-Scolaire-Petite enfance-Jeunesse | Espace Parents | Intervenant communautaire interculturel (ICI) - Femmes","Français, Anglais, Espagnol, Arabe, Farsi, Wolof, Dari, Hindi, Pendjabi, Urdu, Roumain, Portugais, Arménien, Lingala, Ukrainien, Swahili, Serbo-Croate, Turc, Fon, Bambara, Berbère, Espéranto, Italien, Russe, Allemand, Créole, Pashto, Vietnamien, Mandarin","Français, Anglais, Espagnol, Arabe, Dari, Hindi, Pendjabi, Urdu, Roumain, Portugais, Coréen, Lingala, Ukrainien, Swahili, Kikongo, Laotien, Lari, Iraqien, Bambara, Berbère, Italien, Russe, Allemand, Créole, Pashto, Vietnamien, Albanais, Azéri, Bengali, Mandarin, Farsi, Japonais, Peul",Yes,Available on site,"Du lundi au jeudi 8 h 30 à 12 h et de 13 h à 20 h, le vendredi de 8 h 30 à 12 h et de 13 h à 16 h 30 et le samedi de 9 h 30 à 15 h 30.",514-932-2953,csai@centrecsai.org,http://www.centrecsai.org,"6201, rue Laurendeau Montréal (Québec) H4E 3X8 Voir sur la carte",Bureau fermé entre Noël et le jour de l'An,Arrondissement du Sud-Ouest,Montréal,Montréal,"June 10, 2025"
Centre Social d'Aide aux Immigrants (Île-des- Soeurs),https://www.quebec.ca/en/immigration/partners/186/centre-social-daide-aux-immigrants-ile-des-soeurs,38 Place du Commerce Montréal (Montréal) H3E 1T8 Tel. : 514 932-2953 Fax : 514 932-4544,"Français, Anglais, Fansi, Espagnol, Pendjabi, Urdu","https://www.google.com/maps/place/Parking+lot,+38+Pl.+du+Commerce,+Verdun,+QC+H3E+1T8/@45.4675531,-73.5437601,17z/data=!3m1!4b1!4m6!3m5!1s0x4cc9100c6da0fdfb:0xf1c7e0ca5b6b0333!8m2!3d45.4675531!4d-73.5411852!16s%2Fg%2F11bw3yjhg3?hl=fr&entry=ttu&g_ep=EgoyMDI1MDgxMi4wIKXMDSoASAFQAw%3D%3D",https://www.centrecsai.org,"Accueil, installation, intégration, renseignement et référence | Personne ayant demandé l'asile (DA) - Recherche de logement","Français, Anglais, Fansi, Espagnol, Pendjabi, Urdu","Russe, Ukrainien, Arabe, Mandarin",Yes,,Du lundi au vendredi de 8 h 30 à 16 h 30.,514-932-2953,csai@centrecsai.org,http://www.centrecsai.org,38 Place du Commerce Montréal (Quebec) H3E 1T8 Voir sur la carte,2 semaines pendant le temps des fetes,"Montréal, particulièrement l’arrondissement Verdun/ÎIe-des-Sœurs",Montréal,Montréal,"June 10, 2025"
Centre-Émersion (Manicouagan) Inc.,https://www.quebec.ca/en/immigration/partners/55/centre-emersion-manicouagan-inc,"22, Place La Salle Baie-Comeau (Côte-Nord) G4Z 1K3 Tel. : 418 296-6388 Fax : 418 296-0724","Français, Anglais, Allemand, Espagnol","http://maps.google.ca/maps?q=22, Place La Salle Baie-Comeau, Québec G4Z1K3",https://www.emersion.qc.ca,"Accueil, installation, intégration, renseignement et référence | Régionalisation/établissement hors Montréal | Session Objectif intégration | Jumelage interculturel | Espace Parents | Personne ayant demandé l'asile (DA) - Recherche de logement","Français, Anglais, Allemand, Espagnol","Français, Anglais, Allemand, Espagnol",,,"Du lundi au vendredi de 7 h 30 à 12 h et de 12 h 30 à 16 h 30. Certains services sont offerts au besoin en dehors des heures d'ouverture, soit les midis, les soirs jusqu'à 21 h et les fins de semaine de 8 h à 21 h.",418-296-6388,emersion@emersion.qc.ca,http://www.emersion.qc.ca,"22, Place La Salle Baie-Comeau (Québec) G4Z 1K3 Voir sur la carte",Bureau fermé pendant 2 semaines durant la période des fêtes.,Les municipalités de la MRC de Manicouagan,Côte-Nord,Baie-Comeau,"June 10, 2025"
CJE Charlesbourg-Chauveau,https://www.quebec.ca/en/immigration/partners/189/cje-charlesbourg-chauveau,"8500, boulevard Henri-Bourassa Québec (Capitale-Nationale) G1G 5X1 Tel. : 418 623-3300 Fax : 418 623-3340","Français, Anglais (ébutant), Espagnol",https://maps.app.goo.gl/WRhkZHgZamyjHF416,https://www.cjecc.org/,"Accueil, installation, intégration, renseignement et référence","Français, Anglais (ébutant), Espagnol","Français, Anglais, Espagnol (débutant)",Yes,,"Du lundi au vendredi de 9 h 00 à 12 h et de 13 h à 16 h 30, le jeudi de 17 h à 20 h.",418-623-3300,serge.duclos@cjecc.org,https://www.cjecc.org/,"8500, boulevard Henri-Bourassa Québec (Québec) G1G 5X1 Voir sur la carte",Bureau fermé 2 semaines durant la période,"Ville de Québec, principalement Charlesbourg",Capitale-Nationale,Québec,"June 10, 2025"
Clef pour l'Intégration au Travail des Immigrants,https://www.quebec.ca/en/immigration/partners/75/clef-pour-lintegration-au-travail-des-immigrants,"1595, rue Saint-Hubert Montréal (Montréal) H2L 3Z1 Tel. : 514 987-1759 Fax : 514 987-9989","Français, Anglais","http://maps.google.ca/maps?q=1595, rue Saint-Hubert, bureau 300 Montréal, Québec H2L3Z1",https://www.citim.org,"Accueil, installation, intégration, renseignement et référence | Session Objectif intégration | Jumelage interculturel","Français, Anglais","Français, Anglais",,,Du lundi au jeudi de 8 h 30 à 12 h et de 13 h à 16 h 30 et le vendredi de 8 h 30 à 12 h.,514-987-1759,https://www.facebook.com/CitimMtl/g,http://www.citim.org,"1595, rue Saint-Hubert Montréal (Québec) H2L 3Z1 Voir sur la carte",Bureau fermé 2 semaines durant la période de Noël et du jour de l'An,Grande région métropolitaine de Montréal,Montréal,Montréal,"June 10, 2025"
Collectif des Femmes Immigrantes du Québec,https://www.quebec.ca/en/immigration/partners/76/collectif-des-femmes-immigrantes-du-quebec,"7124, rue Boyer Montréal (Montréal) H2S 2J8 Tel. : 514 279-4246 Fax : 514 279-8536","Français, Cambodgien, Arabe, Créole, Espagnol, Ukrainien, Kirundi","http://maps.google.ca/maps?q=7124, rue Boyer Montréal, Québec H2S2J8",https://www.cfiq.ca,Session Objectif intégration,"Français, Cambodgien, Arabe, Créole, Espagnol, Ukrainien, Kirundi",ND (pas de bénévoles ni personnel occasionnel),No,Available on site,"Du lundi au Jeudi, de 9 h à 12 h et de 13 h à 17 h.",514-279-4246,info@cfiq.ca,http://www.cfiq.ca,"7124, rue Boyer Montréal (Québec) H2S 2J8 Voir sur la carte",Bureau fermé 2 semaines durant la période de Noël et du jour de l'An,Grande région métropolitaine de Montréal,Montréal,Montréal,"June 10, 2025"
